period_start,text_sentiment_label,review_count,average_rating
2021-09-27,negative,728,1.9684
2021-09-27,neutral,380,2.3789
2021-10-04,positive,1523,3.4819
2021-10-04,negative,678,1.9985
2021-10-04,neutral,392,2.4311
2021-10-11,positive,1526,3.4849
2021-10-11,negative,622,2.0241
2021-10-11,neutral,438,2.484
2021-10-18,positive,1430,3.451
2021-10-18,negative,588,1.9626
2021-10-18,neutral,483,2.5631
2021-10-25,positive,1626,3.4643
2021-10-25,negative,591,2.0288
2021-10-25,neutral,436,2.539
2021-11-01,positive,1497,3.3928
2021-11-01,negative,564,2.016
2021-11-01,neutral,387,2.553
2021-11-08,positive,1504,3.4794
2021-11-08,negative,602,2.01
2021-11-08,neutral,390,2.3641
2021-11-15,positive,1527,3.4158
2021-11-15,negative,753,1.9402
2021-11-15,neutral,515,2.4388
2021-11-22,positive,1480,3.5095
2021-11-22,negative,613,1.9429
2021-11-22,neutral,422,2.3673
2021-11-29,positive,1471,3.4827
2021-11-29,negative,626,2.0144
2021-11-29,neutral,466,2.3884
2021-12-06,positive,1481,3.5003
2021-12-06,negative,649,2.0139
2021-12-06,neutral,441,2.3719
2021-12-13,positive,1411,3.4536
2021-12-13,negative,593,2.0455
2021-12-13,neutral,400,2.56
2021-12-20,positive,1433,3.4962
2021-12-20,negative,558,2.0305
2021-12-20,neutral,387,2.5065
2021-12-27,positive,1495,3.5284
2021-12-27,negative,579,2.0656
2021-12-27,neutral,416,2.5625
2022-01-03,positive,1624,3.5548
2022-01-03,negative,650,1.9708
2022-01-03,neutral,465,2.5075
2022-01-10,positive,1499,3.4983
2022-01-10,negative,573,1.9913
2022-01-10,neutral,436,2.4243
2022-01-17,positive,1620,3.5309
2022-01-17,negative,557,1.9569
2022-01-17,neutral,440,2.5364
2022-01-24,positive,1627,3.5538
2022-01-24,negative,606,1.9703
2022-01-24,neutral,422,2.545
2022-01-31,positive,1539,3.5517
2022-01-31,negative,570,2.0491
2022-01-31,neutral,428,2.5023
2022-02-07,positive,1640,3.6567
2022-02-07,negative,604,2.0248
2022-02-07,neutral,439,2.6834
2022-02-14,positive,1515,3.5835
2022-02-14,negative,590,1.9915
2022-02-14,neutral,399,2.7018
2022-02-21,positive,1675,3.6173
2022-02-21,negative,574,1.9826
2022-02-21,neutral,468,2.5107
2022-02-28,positive,1547,3.607
2022-02-28,negative,599,2.1035
2022-02-28,neutral,437,2.5263
2022-03-07,positive,1612,3.6712
2022-03-07,negative,640,2.0281
2022-03-07,neutral,461,2.5315
2022-03-14,positive,2057,3.6524
2022-03-14,negative,943,1.8409
2022-03-14,neutral,762,2.3031
2022-03-21,positive,1766,3.5487
2022-03-21,negative,664,1.8901
2022-03-21,neutral,531,2.5537
2022-03-28,positive,1765,3.5705
2022-03-28,negative,735,1.9211
2022-03-28,neutral,494,2.4413
2022-04-04,positive,1652,3.4613
2022-04-04,negative,661,1.9849
2022-04-04,neutral,481,2.499
2022-04-11,positive,1620,3.6019
2022-04-11,negative,641,2.0577
2022-04-11,neutral,448,2.4888
2022-04-18,positive,1556,3.5231
2022-04-18,negative,623,2.0835
2022-04-18,neutral,446,2.4148
2022-04-25,positive,1724,3.5795
2022-04-25,negative,678,2.028
2022-04-25,neutral,430,2.4698
2022-05-02,positive,1633,3.5683
2022-05-02,negative,599,2.01
2022-05-02,neutral,420,2.581
2022-05-09,positive,1537,3.5615
2022-05-09,negative,569,2.0422
2022-05-09,neutral,380,2.5921
2022-05-16,positive,1478,3.5656
2022-05-16,negative,624,2.1042
2022-05-16,neutral,421,2.4893
2022-05-23,positive,1680,3.5339
2022-05-23,negative,640,2.0391
2022-05-23,neutral,457,2.3479
2022-05-30,positive,1561,3.5138
2022-05-30,negative,570,2.0333
2022-05-30,neutral,396,2.5253
2022-06-06,positive,1474,3.6343
2022-06-06,negative,648,2.0802
2022-06-06,neutral,426,2.4883
2022-06-13,positive,1534,3.5033
2022-06-13,negative,563,2.0124
2022-06-13,neutral,397,2.5894
2022-06-20,positive,1422,3.488
2022-06-20,negative,556,2.0881
2022-06-20,neutral,406,2.5
2022-06-27,positive,1492,3.4953
2022-06-27,negative,559,2.0948
2022-06-27,neutral,365,2.3562
2022-07-04,positive,1529,3.5526
2022-07-04,negative,629,2.1224
2022-07-04,neutral,430,2.5605
2022-07-11,positive,1598,3.5939
2022-07-11,negative,610,2.0393
2022-07-11,neutral,429,2.5478
2022-07-18,positive,1654,3.4885
2022-07-18,negative,708,2.0523
2022-07-18,neutral,515,2.534
2022-07-25,positive,1576,3.4689
2022-07-25,negative,661,1.9879
2022-07-25,neutral,467,2.4475
2022-08-01,positive,1563,3.4843
2022-08-01,negative,665,2.018
2022-08-01,neutral,415,2.4747
2022-08-08,positive,1475,3.4468
2022-08-08,negative,681,1.9721
2022-08-08,neutral,438,2.468
2022-08-15,positive,1532,3.5235
2022-08-15,negative,602,2.0033
2022-08-15,neutral,371,2.4016
2022-08-22,positive,1658,3.4258
2022-08-22,negative,606,1.9521
2022-08-22,neutral,435,2.4575
2022-08-29,positive,1593,3.4878
2022-08-29,negative,627,2.0271
2022-08-29,neutral,436,2.5688
2022-09-05,positive,1577,3.4699
2022-09-05,negative,645,1.9612
2022-09-05,neutral,425,2.5435
2022-09-12,positive,1437,3.4238
2022-09-12,negative,650,1.94
2022-09-12,neutral,396,2.351
2022-09-19,positive,1336,3.3907
2022-09-19,negative,576,1.8924
2022-09-19,neutral,391,2.4604
2022-09-26,positive,1382,3.4682
2022-09-26,negative,616,1.9578
2022-09-26,neutral,360,2.5139
2022-10-03,positive,1392,3.4691
2022-10-03,negative,549,1.9526
2022-10-03,neutral,366,2.5246
2022-10-10,positive,1326,3.4246
2022-10-10,negative,543,1.9429
2022-10-10,neutral,403,2.397
2022-10-17,positive,1349,3.4196
2022-10-17,negative,632,2.0396
2022-10-17,neutral,396,2.4091
2022-10-24,positive,1420,3.4134
2022-10-24,negative,591,2.0795
2022-10-24,neutral,381,2.4462
2022-10-31,positive,1478,3.4953
2022-10-31,negative,588,2.0731
2022-10-31,neutral,378,2.4286
2022-11-07,positive,1393,3.4508
2022-11-07,negative,596,1.9732
2022-11-07,neutral,408,2.4657
2022-11-14,positive,1272,3.533
2022-11-14,negative,540,1.9981
2022-11-14,neutral,373,2.3539
2022-11-21,positive,1207,3.478
2022-11-21,negative,566,1.924
2022-11-21,neutral,373,2.4826
2022-11-28,positive,1550,3.6161
2022-11-28,negative,630,1.9794
2022-11-28,neutral,404,2.3441
2022-12-05,positive,1334,3.3846
2022-12-05,negative,613,1.8972
2022-12-05,neutral,374,2.2594
2022-12-12,positive,1242,3.4034
2022-12-12,negative,578,2.0017
2022-12-12,neutral,342,2.3713
2022-12-19,positive,1244,3.5024
2022-12-19,negative,513,2.0253
2022-12-19,neutral,328,2.4939
2022-12-26,positive,1338,3.4567
2022-12-26,negative,531,1.9887
2022-12-26,neutral,395,2.4152
2023-01-02,positive,1919,3.519
2023-01-02,negative,782,1.9271
2023-01-02,neutral,571,2.4834
2023-01-09,positive,1698,3.5071
2023-01-09,negative,641,2.0156
2023-01-09,neutral,474,2.3776
2023-01-16,positive,1805,3.5823
2023-01-16,negative,655,2.0015
2023-01-16,neutral,479,2.4447
2023-01-23,positive,1378,3.4869
2023-01-23,negative,550,1.92
2023-01-23,neutral,412,2.4515
2023-01-30,positive,1373,3.4858
2023-01-30,negative,549,2.0018
2023-01-30,neutral,397,2.5063
2023-02-06,positive,1471,3.5044
2023-02-06,negative,573,1.9738
2023-02-06,neutral,398,2.4925
2023-02-13,positive,1372,3.4891
2023-02-13,negative,606,1.9851
2023-02-13,neutral,429,2.4266
2023-02-20,positive,1352,3.5503
2023-02-20,negative,546,1.9744
2023-02-20,neutral,398,2.5251
2023-02-27,positive,1325,3.5487
2023-02-27,negative,525,1.9638
2023-02-27,neutral,372,2.6129
2023-03-06,positive,1304,3.4172
2023-03-06,negative,568,1.9947
2023-03-06,neutral,375,2.4373
2023-03-13,positive,1544,3.579
2023-03-13,negative,621,2.0016
2023-03-13,neutral,444,2.3671
2023-03-20,positive,1455,3.5058
2023-03-20,negative,640,1.975
2023-03-20,neutral,412,2.4539
2023-03-27,positive,1403,3.4947
2023-03-27,negative,584,1.9692
2023-03-27,neutral,444,2.4707
2023-04-03,positive,1297,3.4549
2023-04-03,negative,526,2.0646
2023-04-03,neutral,354,2.5734
2023-04-10,positive,1335,3.4419
2023-04-10,negative,610,1.9967
2023-04-10,neutral,365,2.4192
2023-04-17,positive,1377,3.5178
2023-04-17,negative,583,2.024
2023-04-17,neutral,409,2.4181
2023-04-24,positive,1317,3.391
2023-04-24,negative,604,1.803
2023-04-24,neutral,414,2.3623
2023-05-01,positive,1210,3.405
2023-05-01,negative,523,1.8738
2023-05-01,neutral,327,2.3945
2023-05-08,positive,1116,3.4409
2023-05-08,negative,513,1.9006
2023-05-08,neutral,299,2.4749
2023-05-15,positive,1086,3.3554
2023-05-15,negative,540,1.9315
2023-05-15,neutral,322,2.3478
2023-05-22,positive,1218,3.4039
2023-05-22,negative,535,1.9533
2023-05-22,neutral,341,2.4457
2023-05-29,positive,1243,3.4336
2023-05-29,negative,522,2.0709
2023-05-29,neutral,350,2.4143
2023-06-05,positive,1130,3.4646
2023-06-05,negative,498,1.996
2023-06-05,neutral,352,2.5256
2023-06-12,positive,1197,3.4979
2023-06-12,negative,515,2.0039
2023-06-12,neutral,367,2.4332
2023-06-19,positive,1200,3.5208
2023-06-19,negative,523,1.8604
2023-06-19,neutral,348,2.4109
2023-06-26,positive,1335,3.5266
2023-06-26,negative,535,1.9776
2023-06-26,neutral,430,2.4047
2023-07-03,positive,1303,3.5012
2023-07-03,negative,564,2.039
2023-07-03,neutral,384,2.4531
2023-07-10,positive,1295,3.5429
2023-07-10,negative,588,1.9354
2023-07-10,neutral,401,2.3691
2023-07-17,positive,1398,3.5179
2023-07-17,negative,607,1.9918
2023-07-17,neutral,397,2.5693
2023-07-24,positive,1335,3.4644
2023-07-24,negative,539,2.0056
2023-07-24,neutral,389,2.3856
2023-07-31,positive,1273,3.4847
2023-07-31,negative,574,1.993
2023-07-31,neutral,404,2.448
2023-08-07,positive,1282,3.3783
2023-08-07,negative,616,2.0032
2023-08-07,neutral,378,2.5291
2023-08-14,positive,1262,3.4699
2023-08-14,negative,555,2.0378
2023-08-14,neutral,389,2.5064
2023-08-21,positive,1324,3.5242
2023-08-21,negative,553,1.9982
2023-08-21,neutral,393,2.4911
2023-08-28,positive,1208,3.4735
2023-08-28,negative,544,1.9651
2023-08-28,neutral,374,2.2968
2023-09-04,positive,1272,3.4914
2023-09-04,negative,594,1.8367
2023-09-04,neutral,380,2.4763
2023-09-11,positive,1325,3.4634
2023-09-11,negative,584,1.9503
2023-09-11,neutral,374,2.3877
2023-09-18,positive,1254,3.4681
2023-09-18,negative,586,1.9966
2023-09-18,neutral,427,2.3958
2023-09-25,positive,1353,3.4959
2023-09-25,negative,591,2.0491
2023-09-25,neutral,413,2.385
2023-10-02,positive,1328,3.4383
2023-10-02,negative,597,1.9966
2023-10-02,neutral,435,2.3885
2023-10-09,positive,1318,3.5326
2023-10-09,negative,533,1.955
2023-10-09,neutral,394,2.5279
2023-10-16,positive,1343,3.5264
2023-10-16,negative,541,2.0314
2023-10-16,neutral,483,2.528
2023-10-23,positive,1285,3.5043
2023-10-23,negative,562,1.9573
2023-10-23,neutral,383,2.5587
2023-10-30,positive,1264,3.4976
2023-10-30,negative,579,2.0035
2023-10-30,neutral,422,2.4668
2023-11-06,positive,1448,3.5166
2023-11-06,negative,561,1.9661
2023-11-06,neutral,416,2.4519
2023-11-13,positive,1286,3.5684
2023-11-13,negative,572,2.0052
2023-11-13,neutral,431,2.6032
2023-11-20,positive,1377,3.5214
2023-11-20,negative,563,2.0639
2023-11-20,neutral,360,2.5083
2023-11-27,positive,1396,3.5308
2023-11-27,negative,579,1.9879
2023-11-27,neutral,412,2.5146
2023-12-04,positive,1391,3.5219
2023-12-04,negative,564,2.0319
2023-12-04,neutral,430,2.5791
2023-12-11,positive,1465,3.5433
2023-12-11,negative,569,1.9578
2023-12-11,neutral,391,2.4527
2023-12-18,positive,1433,3.5373
2023-12-18,negative,624,2.0577
2023-12-18,neutral,420,2.4095
2023-12-25,positive,1550,3.5697
2023-12-25,negative,605,1.9438
2023-12-25,neutral,435,2.531
2024-01-01,positive,1631,3.5739
2024-01-01,negative,623,1.9759
2024-01-01,neutral,449,2.5546
2024-01-08,positive,1456,3.5817
2024-01-08,negative,572,2.0507
2024-01-08,neutral,397,2.7481
2024-01-15,positive,1538,3.5384
2024-01-15,negative,650,1.9923
2024-01-15,neutral,425,2.4965
2024-01-22,positive,1525,3.5331
2024-01-22,negative,612,1.9886
2024-01-22,neutral,431,2.4037
2024-01-29,positive,1560,3.5635
2024-01-29,negative,575,2.0296
2024-01-29,neutral,449,2.5768
2024-02-05,positive,1544,3.5725
2024-02-05,negative,642,1.9953
2024-02-05,neutral,467,2.4304
2024-02-12,positive,1531,3.5147
2024-02-12,negative,668,1.985
2024-02-12,neutral,455,2.5538
2024-02-19,positive,1547,3.4667
2024-02-19,negative,629,1.8712
2024-02-19,neutral,420,2.4262
2024-02-26,positive,1842,3.4435
2024-02-26,negative,841,2.0036
2024-02-26,neutral,599,2.4975
2024-03-04,positive,1750,3.6086
2024-03-04,negative,675,2.0
2024-03-04,neutral,525,2.5162
2024-03-11,positive,1952,3.4349
2024-03-11,negative,794,1.9534
2024-03-11,neutral,505,2.4653
2024-03-18,positive,1960,3.5439
2024-03-18,negative,847,1.902
2024-03-18,neutral,683,2.4392
2024-03-25,positive,1719,3.534
2024-03-25,negative,767,1.9609
2024-03-25,neutral,541,2.5508
2024-04-01,positive,1712,3.5678
2024-04-01,negative,727,1.8996
2024-04-01,neutral,493,2.4361
2024-04-08,positive,1757,3.494
2024-04-08,negative,770,1.9429
2024-04-08,neutral,517,2.4333
2024-04-15,positive,1773,3.5251
2024-04-15,negative,761,1.9264
2024-04-15,neutral,542,2.5166
2024-04-22,positive,1929,3.506
2024-04-22,negative,809,1.9691
2024-04-22,neutral,616,2.5227
2024-04-29,positive,1827,3.5545
2024-04-29,negative,788,2.0266
2024-04-29,neutral,569,2.4938
2024-05-06,positive,1676,3.5567
2024-05-06,negative,671,1.9314
2024-05-06,neutral,545,2.4917
2024-05-13,positive,1631,3.5395
2024-05-13,negative,725,1.9421
2024-05-13,neutral,527,2.444
2024-05-20,positive,1748,3.5498
2024-05-20,negative,730,1.9274
2024-05-20,neutral,489,2.591
2024-05-27,positive,1716,3.5921
2024-05-27,negative,670,1.9925
2024-05-27,neutral,528,2.4489
2024-06-03,positive,1781,3.5149
2024-06-03,negative,776,2.0657
2024-06-03,neutral,582,2.488
2024-06-10,positive,1753,3.4837
2024-06-10,negative,768,1.9401
2024-06-10,neutral,524,2.437
2024-06-17,positive,1819,3.414
2024-06-17,negative,761,2.0302
2024-06-17,neutral,583,2.5094
2024-06-24,positive,1782,3.5606
2024-06-24,negative,787,2.0216
2024-06-24,neutral,523,2.4914
2024-07-01,positive,1700,3.5365
2024-07-01,negative,731,1.948
2024-07-01,neutral,551,2.4265
2024-07-08,positive,1665,3.5508
2024-07-08,negative,690,1.9304
2024-07-08,neutral,525,2.461
2024-07-15,positive,1702,3.4095
2024-07-15,negative,739,1.8701
2024-07-15,neutral,609,2.5271
2024-07-22,positive,1664,3.4339
2024-07-22,negative,782,1.8849
2024-07-22,neutral,502,2.4402
2024-07-29,positive,1767,3.3113
2024-07-29,negative,867,1.842
2024-07-29,neutral,594,2.271
2024-08-05,positive,1843,3.6077
2024-08-05,negative,714,1.9384
2024-08-05,neutral,530,2.5189
2024-08-12,positive,1826,3.517
2024-08-12,negative,769,1.9051
2024-08-12,neutral,549,2.4189
2024-08-19,positive,1686,3.3879
2024-08-19,negative,763,1.9174
2024-08-19,neutral,535,2.5364
2024-08-26,positive,1767,3.5161
2024-08-26,negative,765,1.8758
2024-08-26,neutral,566,2.4753
2024-09-02,positive,1652,3.4788
2024-09-02,negative,744,1.8535
2024-09-02,neutral,538,2.4349
2024-09-09,positive,1772,3.3764
2024-09-09,negative,689,1.8331
2024-09-09,neutral,513,2.5166
2024-09-16,positive,1852,3.5049
2024-09-16,negative,859,1.9406
2024-09-16,neutral,575,2.4748
2024-09-23,positive,2101,3.6178
2024-09-23,negative,849,1.9611
2024-09-23,neutral,607,2.5667
2024-09-30,positive,1892,3.4752
2024-09-30,negative,811,1.9445
2024-09-30,neutral,547,2.4771
2024-10-07,positive,1947,3.454
2024-10-07,negative,837,1.9116
2024-10-07,neutral,545,2.5009
2024-10-14,positive,2223,3.6923
2024-10-14,negative,874,2.0629
2024-10-14,neutral,644,2.5823
2024-10-21,positive,2528,3.555
2024-10-21,negative,1168,1.8116
2024-10-21,neutral,814,2.4275
2024-10-28,positive,3240,3.7019
2024-10-28,negative,1323,1.8156
2024-10-28,neutral,922,2.4685
2024-11-04,positive,3427,3.6764
2024-11-04,negative,1543,1.8924
2024-11-04,neutral,1045,2.3933
2024-11-11,positive,3897,3.7698
2024-11-11,negative,1589,1.8603
2024-11-11,neutral,1108,2.5262
2024-11-18,positive,3691,3.7597
2024-11-18,negative,1703,1.7857
2024-11-18,neutral,1223,2.3712
2024-11-25,positive,3694,3.8205
2024-11-25,negative,1445,1.7744
2024-11-25,neutral,1033,2.4037
2024-12-02,positive,4236,3.7486
2024-12-02,negative,1786,1.8729
2024-12-02,neutral,1167,2.4464
2024-12-09,positive,4016,3.6521
2024-12-09,negative,1709,1.8192
2024-12-09,neutral,1038,2.4056
2024-12-16,positive,3829,3.7381
2024-12-16,negative,1513,1.8757
2024-12-16,neutral,1047,2.4565
2024-12-23,positive,3717,3.7428
2024-12-23,negative,1389,1.838
2024-12-23,neutral,943,2.3902
2024-12-30,positive,4009,3.77
2024-12-30,negative,1518,1.8379
2024-12-30,neutral,1033,2.5315
2025-01-06,positive,3899,3.751
2025-01-06,negative,1476,1.8821
2025-01-06,neutral,1009,2.4886
2025-01-13,positive,4220,3.7299
2025-01-13,negative,1666,1.8679
2025-01-13,neutral,1090,2.4468
2025-01-20,positive,4437,3.8206
2025-01-20,negative,1628,1.8956
2025-01-20,neutral,1135,2.4863
2025-01-27,positive,4983,3.897
2025-01-27,negative,1812,1.8648
2025-01-27,neutral,1189,2.476
2025-02-03,positive,5252,3.9532
2025-02-03,negative,1855,1.8485
2025-02-03,neutral,1239,2.523
2025-02-10,positive,5871,3.9165
2025-02-10,negative,1953,1.8454
2025-02-10,neutral,1415,2.5265
2025-02-17,positive,5976,3.9428
2025-02-17,negative,1991,1.8388
2025-02-17,neutral,1425,2.5481
2025-02-24,positive,7539,3.8367
2025-02-24,negative,2473,1.9495
2025-02-24,neutral,1928,2.5041
2025-03-03,positive,6975,3.9014
2025-03-03,negative,2318,1.9297
2025-03-03,neutral,1690,2.6183
2025-03-10,positive,7229,3.9808
2025-03-10,negative,2268,1.9233
2025-03-10,neutral,1662,2.6312
2025-03-17,positive,7402,4.0008
2025-03-17,negative,2393,1.8044
2025-03-17,neutral,1746,2.5441
2025-03-24,positive,7620,3.9971
2025-03-24,negative,2440,1.8615
2025-03-24,neutral,1752,2.5753
2025-03-31,positive,7341,4.0471
2025-03-31,negative,2359,1.8622
2025-03-31,neutral,1710,2.6269
2025-04-07,positive,7520,4.0815
2025-04-07,negative,2344,1.9057
2025-04-07,neutral,1813,2.61
2025-04-14,positive,4296,4.1224
2025-04-14,negative,1265,1.9407
2025-04-14,neutral,1064,2.6833
2025-04-21,positive,105,3.981
2025-04-21,neutral,25,2.48
2025-04-21,negative,20,2.35
